Rk	Player	M	M W-L	M W%	SPW	SPW-InP	Aces	Ace%	DFs	DF%	DF/2s	1stIn	1st%	2nd%	2%-InP	Hld%	Pts/SG	PtsL/SG
65	Katie Volynets (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KatieVolynets) [USA]	32 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=KatieVolynets&f=)	11-21	34.4%	53.2%	53.5%	20	0.8%	29	1.2%	5.2%	76.2%	55.9%	44.5%	46.9%	55.8%	6.9	3.2
66	Kimberly Birrell (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KimberlyBirrell) [AUS]	32 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=KimberlyBirrell&f=)	16-16	50.0%	58.1%	60.5%	58	2.7%	123	5.7%	15.3%	62.9%	64.1%	47.9%	56.5%	68.5%	6.5	2.7
67	Caroline Dolehide (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolineDolehide) [USA]	40 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=CarolineDolehide&f=)	19-21	47.5%	56.2%	57.2%	86	2.7%	114	3.6%	12.6%	71.1%	60.6%	45.6%	52.2%	64.4%	6.9	3.0
68	Jessica Bouzas Maneiro (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JessicaBouzasManeiro) [ESP]	41 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=JessicaBouzasManeiro&f=)	20-21	48.8%	52.8%	56.1%	39	1.4%	189	7.0%	18.5%	62.2%	58.7%	43.2%	52.9%	56.8%	6.5	3.1
69	Suzan Lamens (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SuzanLamens) [NED]	42 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=SuzanLamens&f=)	25-17	59.5%	55.9%	57.9%	95	3.6%	161	6.0%	15.7%	61.6%	63.5%	43.7%	51.9%	64.9%	6.7	2.9
70	Hailey Baptiste (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HaileyBaptiste) [USA]	32 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=HaileyBaptiste&f=)	17-15	53.1%	59.3%	60.3%	139	5.6%	133	5.3%	12.3%	56.7%	68.7%	46.9%	53.5%	71.8%	6.7	2.7
71	Ajla Tomljanovic (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AjlaTomljanovic) [AUS]	38 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=AjlaTomljanovic&f=)	17-21	44.7%	54.5%	58.5%	90	3.3%	249	9.2%	26.2%	64.9%	61.8%	41.0%	55.6%	60.6%	6.8	3.1
72	Varvara Gracheva (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VarvaraGracheva) [FRA]	31 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=VarvaraGracheva&f=)	11-20	35.5%	54.3%	56.1%	51	2.3%	112	5.0%	13.2%	62.0%	60.3%	44.4%	51.2%	60.2%	6.7	3.1
73	Alexandra Eala (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlexandraEala) [PHI]	12 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=AlexandraEala&f=)	5-7	41.7%	50.9%	52.2%	14	1.7%	34	4.0%	12.6%	68.2%	54.0%	44.2%	50.6%	51.6%	6.9	3.4
74	Renata Zarazua (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RenataZarazua) [MEX]	25 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=RenataZarazua&f=)	10-15	40.0%	54.7%	55.9%	14	0.9%	43	2.8%	11.0%	74.4%	56.5%	49.6%	55.7%	60.5%	6.7	3.0
75	Victoria Azarenka (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaAzarenka) [BLR]	27 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=VictoriaAzarenka&f=)	14-13	51.9%	56.3%	58.7%	66	3.9%	118	6.9%	17.6%	60.4%	65.2%	42.6%	51.6%	63.1%	6.5	2.8
76	Zeynep Sonmez (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ZeynepSonmez) [TUR]	21 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=ZeynepSonmez&f=)	12-9	57.1%	53.5%	56.3%	17	1.1%	90	5.8%	14.7%	60.3%	60.1%	43.5%	51.0%	59.5%	7.0	3.2
77	Greet Minnen (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GreetMinnen) [BEL]	31 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=GreetMinnen&f=)	15-16	48.4%	57.4%	59.4%	86	3.8%	134	5.9%	15.8%	62.5%	64.8%	45.2%	53.7%	67.3%	6.7	2.9
78	Viktorija Golubic (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ViktorijaGolubic) [SUI]	26 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=ViktorijaGolubic&f=)	10-16	38.5%	52.6%	54.2%	10	0.6%	59	3.4%	11.5%	70.7%	56.8%	42.6%	48.1%	55.9%	6.7	3.2
79	Tatjana Maria (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TatjanaMaria) [GER]	27 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=TatjanaMaria&f=)	7-20	25.9%	53.1%	53.1%	82	4.6%	72	4.0%	9.2%	56.4%	60.9%	43.0%	47.4%	56.6%	6.7	3.2
80	Elena Gabriela Ruse (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElenaGabrielaRuse) [ROU]	21 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=ElenaGabrielaRuse&f=)	10-11	47.6%	55.4%	57.9%	64	4.4%	108	7.4%	16.9%	55.9%	64.8%	43.6%	52.4%	65.0%	6.4	2.9
81	Yuliia Starodubtseva (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YuliiaStarodubtseva) [UKR]	21 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=YuliiaStarodubtseva&f=)	10-11	47.6%	55.3%	56.0%	29	1.9%	41	2.7%	7.8%	65.8%	60.1%	46.1%	50.0%	64.3%	7.0	3.1
82	Anna Bondar (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaBondar) [HUN]	21 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=AnnaBondar&f=)	6-15	28.6%	56.5%	55.8%	110	6.9%	68	4.3%	10.0%	57.5%	64.4%	45.8%	50.9%	65.7%	6.7	2.9
83	Bernarda Pera (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BernardaPera) [USA]	32 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=BernardaPera&f=)	14-18	43.8%	58.0%	59.9%	146	6.5%	169	7.5%	18.3%	58.7%	67.5%	44.6%	54.6%	69.7%	6.8	2.8
84	Mayar Sherif (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MayarSherif) [EGY]	21 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=MayarSherif&f=)	6-15	28.6%	54.4%	54.6%	58	3.6%	54	3.3%	11.1%	69.9%	59.6%	42.4%	47.7%	60.6%	7.0	3.2
85	Emiliana Arango (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmilianaArango) [COL]	15 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=EmilianaArango&f=)	6-9	40.0%	52.3%	55.1%	6	0.6%	58	5.6%	18.0%	69.1%	57.7%	40.1%	48.9%	56.9%	7.2	3.5
86	Kamilla Rakhimova (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KamillaRakhimova) [RUS]	25 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=KamillaRakhimova&f=)	9-16	36.0%	54.6%	55.9%	45	2.7%	75	4.4%	10.4%	57.7%	59.8%	47.5%	53.0%	61.4%	6.5	3.0
87	Yue Yuan (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YueYuan) [CHN]	38 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=YueYuan&f=)	15-23	39.5%	55.7%	55.5%	88	3.3%	62	2.3%	5.8%	60.2%	62.4%	45.5%	48.4%	62.8%	6.6	2.9
88	Anca Alexia Todoni (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AncaAlexiaTodoni) [ROU]	10 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=AncaAlexiaTodoni&f=)	3-7	30.0%	57.8%	57.6%	23	4.9%	15	3.2%	8.1%	60.4%	64.2%	48.1%	52.4%	67.2%	7.0	2.9
89	Elisabetta Cocciaretto (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElisabettaCocciaretto) [ITA]	32 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=ElisabettaCocciaretto&f=)	11-21	34.4%	54.8%	56.4%	41	1.9%	95	4.4%	13.2%	66.7%	59.8%	44.7%	51.5%	61.2%	6.7	3.0
90	Maria Sakkari (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaSakkari) [GRE]	33 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=MariaSakkari&f=)	14-19	42.4%	56.3%	57.6%	88	4.2%	114	5.5%	14.4%	62.0%	64.4%	43.1%	50.4%	65.5%	6.6	2.9
91	Olivia Gadecki (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OliviaGadecki) [AUS]	17 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=OliviaGadecki&f=)	5-12	29.4%	55.6%	58.2%	38	3.6%	74	7.1%	19.0%	62.7%	62.5%	44.0%	54.3%	63.4%	6.5	2.9
92	Irina Camelia Begu (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IrinaCameliaBegu) [ROU]	17 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=IrinaCameliaBegu&f=)	5-12	29.4%	54.2%	55.9%	31	2.7%	59	5.1%	14.0%	63.7%	58.3%	47.0%	54.7%	59.0%	6.5	3.0
93	Diane Parry (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DianeParry) [FRA]	33 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=DianeParry&f=)	17-16	51.5%	59.2%	58.8%	148	6.4%	87	3.8%	9.1%	58.5%	66.3%	49.1%	54.0%	71.0%	6.7	2.7
94	Arantxa Rus (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ArantxaRus) [NED]	29 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=ArantxaRus&f=)	10-19	34.5%	56.0%	57.2%	86	4.5%	104	5.5%	17.4%	68.4%	61.5%	44.1%	53.3%	64.9%	6.6	2.9
95	Dalma Galfi (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DalmaGalfi) [HUN]	8 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=DalmaGalfi&f=)	4-4	50.0%	59.1%	58.6%	34	6.6%	20	3.9%	12.0%	67.6%	63.7%	49.4%	56.2%	70.5%	6.6	2.7
96	Marketa Vondrousova (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarketaVondrousova) [CZE]	11 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=MarketaVondrousova&f=)	5-6	45.5%	55.6%	57.2%	62	8.9%	66	9.5%	19.9%	52.6%	67.0%	42.9%	53.6%	65.0%	6.8	3.0
97	Jil Teichmann (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JilTeichmann) [SUI]	12 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=JilTeichmann&f=)	4-8	33.3%	55.1%	55.8%	24	3.7%	27	4.1%	11.4%	63.9%	61.6%	43.6%	49.3%	63.9%	6.7	3.0
98	Cristina Bucsa (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CristinaBucsa) [ESP]	30 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=CristinaBucsa&f=)	13-17	43.3%	54.2%	56.3%	40	1.7%	116	5.0%	14.2%	64.6%	59.1%	45.3%	52.8%	61.2%	7.1	3.3
99	Bianca Andreescu (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BiancaAndreescu) [CAN]	25 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=BiancaAndreescu&f=)	13-12	52.0%	58.7%	59.6%	59	3.6%	65	3.9%	12.1%	67.5%	64.2%	47.4%	53.9%	69.8%	6.5	2.7
100	Leolia Jeanjean (http://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LeoliaJeanjean) [FRA]	8 (http://www.tennisabstract.com/cgi-bin/wplayer-classic.cgi?p=LeoliaJeanjean&f=)	4-4	50.0%	57.9%	60.8%	12	2.1%	35	6.2%	15.9%	61.1%	62.9%	50.0%	59.5%	67.8%	6.5	2.7
	Average			45.0%	55.4%	57.0%		3.3%		5.3%	14.2%	62.8%	61.7%	44.8%	52.2%	62.8%	6.7	3.0
